"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","DV_TYPE","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.SVK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Slovak Republic","Annual","Millions","","0.0013362","","","","","","","","","1.7199254","2.3216732","2.854152","0.255984",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.G001.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","World","Annual","Millions","0.0","0.0","83.7634030205595","160.449243055923","256.378588260062","260.494813559089","41.11438","193.81654567899","173.382860481435","113.947206330505","204.727841971546","203.082140551961","424.424058113659","352.105999824125","308.73643171188"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.HKG.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","186.83514924892","255.32188565181","204.494237331788","132.1205083543","137.61527052299","282.896009283734","171.601832139862","273.27830797008","232.787304837471","197.855501659433","175.80583022987","159.422159164194","279.815337265966","375.512295081967","549.993598770964"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.U150.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Europe","Annual","Millions","431.094958324439","309.069810018817","15044.9474074315","19119.6575209528","47242.0370471878","38402.7803869049","39907.5148713031","41138.7414566875","36927.4016589474","28110.1756361963","39673.3863579528","65875.2985035586","53960.2023759958","61455.1983488976","34739.0324278478"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.GX225.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","North and Central America","Annual","Millions","6768.0","8561.0","9411.0","7572.55528193788","7146.19506280557","9948.57454719421","10059.4471517341","9378.31092030982","10602.1807321642","9763.52579283044","10187.3858046558","10687.9867193528","12425.6785336183","11403.1520105859","11727.131293106"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GBR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","United Kingdom","Annual","Millions","37431.5035","37587.655","33769.9162","","","63001.692","82750.7779","84508.589","91259.3733","40228.23085","67067.92295","61817.888","52861.4466","42486.6008","55027.5484"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.CYP.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Cyprus","Annual","Millions","0.0","0.0","","","","","11.218888050261","14.8295151974","","","","","","32.6480916334","28.02195136"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.NOR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Norway","Annual","Millions","","","58.7646076794658","77.3788150807899","276.973684210526","174.158815612382","1942.2247446084","45.1276102088167","529.354445797808","96.4326812428078","","156.271981242673","141.043083900227","156.389452332657","228.416912487709"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.FIN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Finland","Annual","Millions","45.8823164812728","80.7907883401099","65.6909074223121","29.3734213644874","81.3669","16.9974","22.8627","25.2984","171.4999","337.775","255.0118","414.7598","311.465","259.1838","204.425"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.HKG.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","","","","95.0906393135927","69.1300702908364","68.4675391657533","80.2528869105219","","","","","","","",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.HUN.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hungary","Annual","Millions","509.194736002552","1073.45080277977","3348.87954129965","1410.89456841534","669.620897667733","917.769578975804","874.261343892823","1024.96982873097","1423.54564948613","2001.37476329465","1703.64824251883","1506.37485875706","427.738693930183","599.773967206133","360.566126890659"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.NOR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Norway","Annual","Millions","","","1157.76293823038","1610.95152603232","1549.67105263158","1600.80753701211","5742.90578887628","5394.19953596288","7020.58465286236","1540.9666283084","1753.64464692483","2118.05392731536","4411.45124716553","2146.65314401623","2156.63716814159"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.POL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Poland, Republic of","Annual","Millions","13.8231063396835","5.97145845281873","18.7276877158073","9.67866821525358","8.96414342629482","12.5456204379562","3.58873138345595","7.65678462900486","11.2027116307127","11.7030614144746","19.4854780525055","18.6249467858663","28.8177339901478","72.9247126175655","75.4764930114358"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.ARM.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Armenia, Republic of","Annual","Millions","","","","","","","","0.00413274372856139","0.00505060937822764","0.0388630490956072","0.0100062539086929","0.0326959934748082","0.00714240184112967","0.0461030464974465","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.ITA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Italy","Annual","Millions","","","","","89.9252001774","173.8519531677","45.420716418","92.7131188406","171.3056134","123.633665","117.6974946","96.1715083","136.8271408","102.8031744","77.76106"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.PRT.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Portugal","Annual","Millions","-52.36581","-31.547682","-62.055444","-60.045894","0.634386","40.368825","43.537113","79.405353","387.038096","25.49915","25.658456","107.898903","38.972766","267.631272","119.24055"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.AUT.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Austria","Annual","Millions","0.0","","","","70.47201","63.98307","68.26149","60.92698","80.11324","100.4165","85.82776","97.30903","86.19086","85.54132","143.9815"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.ESP.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Spain","Annual","Millions","","0.0","0.0","0.0","111.7071","117.7677","117.5796","130.7084","","220.985","234.7906","305.5479","219.7244","189.8548","352.495"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.POL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Poland, Republic of","Annual","Millions","","","0.29262012055949","0.0","0.0","0.0","0.0","0.478549039312804","0.0","0.0","0.263317270979804","0.0","0.492610837438424","0.454359580171748","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.IRL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Ireland","Annual","Millions","","","","","","","45890.8824","72503.1062","59372.5458","57879.4981","64989.734762","","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.AUT.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Austria","Annual","Millions","33.56598","85.78404","89.4852001554","107.689850208","115.70649","114.85386","116.70864","186.25947","240.21979","234.8395","208.50304","236.46217","227.6526","251.82426","376.6945"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.PHL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Philippines","Annual","Millions","","","0.00236751047168093","0.047394639735871","0.791124420227856","0.0","0.0","0.0","0.324430362758648","0.368164243987558","0.397697339784014","0.647194715629944","1.16015007681097","0.0","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.AUT.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Austria","Annual","Millions","0.0","","","","1.10328","0.84987","0.32661","0.73787","0.11993","0.1145","0.44936","1.10439","1.35912","0.21332","0.1105"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GX509.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Central and South Asia","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0702353223964906","0.00136370154009559","0.0","0.0","0.0","0.0","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.DNK.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Denmark","Annual","Millions","712.895705285062","1015.4454598899","1183.51434140908","2791.9633864042","1898.86747833798","1766.42598098474","3216.10541727672","4800.64655172414","5970.00499379803","6948.7989692303","8302.70075944816","14037.2424722662","14577.5163079924","16257.8526146697","21294.2013729299"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GRC.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Greece","Annual","Millions","1.4406","2.6724","3.36414","1.71522","1.2863017401","1.5216023916","1.3644415812","1.3175027244","1.4989858812","2.792839345","1.4108533452","52.225376","1.2984715352","53.106237986","44.587617425"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.SVN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Slovenia, Republic of","Annual","Millions","4.380323193708","4.10239088445","7.451848107354","11.694553673256","12.0312684","12.3486111","8.5430289","5.5277004","5.3584724","6.353605","8.6434396","8.7995341","15.3308736","20.180072","16.346265"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.U150.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Europe","Annual","Millions","1798.63853400545","3261.86159799909","4085.45203782738","5579.78007745983","8647.20231802203","15043.5026099884","14878.229139534","14486.0897230014","17739.8137855069","16465.6166916299","22892.0053378431","26740.550514801","31382.6353004117","32038.046802629","35203.4577440699"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.HUN.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hungary","Annual","Millions","0.0","0.0","0.0","0.0","0.0","","","","","","","0.203897632499327","0.390638911915508","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.DEU.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Germany","Annual","Millions","41.92146","39.68514","44.51016","88.66368","171.28422","100.64889","82.19685","86.85784","153.5104","212.3975","154.4675","149.7062","148.3706","164.2564","310.505"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.ITA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Italy","Annual","Millions","","1711.9563883608","2341.7075512374","1971.24668843039","2754.2990446416","1587.7386910179","1681.7441117967","1761.4166574619","2016.5042193","2362.848335","2710.6821918","2556.1339699","3552.4723864","4692.0235302","5242.315585"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.ITA.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Italy","Annual","Millions","","","","","375.0479288811","145.6605560241","275.5580383557","161.4093249709","355.6728031","168.02646","142.1280744","203.0101969","1671.1218524","1633.6109596","121.743375"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.FRA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","France","Annual","Millions","0.0","0.0","83.521245","160.633398939323","188.956729974545","222.243438197993","","139.314471449806","94.8315383865114","45.7106181962024","127.34192844143","96.6331599977351","243.531082095284","218.2582280773","240.612740392286"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.G001.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","World","Annual","Millions","78152.3465431479","94164.1116570648","108062.52649214","94285.1197841511","120799.023203872","239556.926132768","328948.975722332","443122.784766093","444292.75800912","354578.887799071","471145.212997718","407204.743446881","363338.606469898","360221.789122761","393164.093028594"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.HKG.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","32.3641286828702","25.0819988423693","118.086407829502","227.856267337591","141.097568839879","745.793307974985","858.525256435069","176.811968016508","44.0235474788841","167.985703344396","687.299345062283","780.085128337418","804.821749166453","153.176229508197","154.397644347715"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.HKG.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","5384.82367352202","6466.78242973825","5468.67555212156","8089.41358622024","5607.79003030889","8341.95087357359","9040.06193148829","11610.3946350271","14431.2771947786","11783.3801378606","18373.0576602029","17049.7871791565","17640.5488586817","18345.5430327869","18050.6977339649"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.BEL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Belgium","Annual","Millions","","","0.0","","0.0","","","0.0","0.0","6.2975","187.38312","10.43035","4.75692","4.2664",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.GX510.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","East Asia","Annual","Millions","32.3641286828702","25.0819988423693","118.086407829502","227.856267337591","1228.08656883988","895.495907974985","1250.10425643507","790.439968016508","647.952547478884","1326.9767033444","1627.79390993712","2022.20612833742","1894.60165043171","816.126958344445","558.118761075087"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.BEL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Belgium","Annual","Millions","4403.9142","8796.2046","3697.57803","5374.18008","6110.24046","878.27994","10117.83345","58812.77163","58299.41216","25387.5125","16071.3604","14918.46825","11464.63024","9163.1606","5653.18"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.HUN.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Hungary","Annual","Millions","0.962609666613495","2.53190031152648","2.77377846102709","0.142665097542208","0.481212036908239","0.112356732142168","5.86933328681576","3.7309816473152","6.45530098137702","6.78746351534135","6.58788762977539","8.95049771320958","10.2589327929753","11.432793867121","10.7216083593119"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.BGR.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Bulgaria","Annual","Millions","","","","","","","16.8482207697894","13.0476960388036","17.261466764778","20.717714553331","22.0045950603102","46.4834682225987","96.7514042503909","110.661504062824","120.983050847458"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.IRL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Ireland","Annual","Millions","","","","21.1104","39.9939","138.4074","42.4593","57.9755","81.5524","32.7899604","100.525348242","126.489468","173.49098844","664.99928828","765.787984"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.NOR.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Norway","Annual","Millions","","","0.0","","","","","0.0","","","","","2.38095238095238","1.62271805273834","0.294985250737463"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.PRT.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Portugal","Annual","Millions","0.028812","0.026724","0.025878","0.171522","0.0","0.594909","0.010887","0.611378","4.509368","14.9308","14.031266","9.240063","9.58179600000001","4.810366","1.7238"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.DEU.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Germany","Annual","Millions","9712.81332000001","7022.66634","8835.52554","8186.08536","22994.14803","29787.09363","27939.19923","31883.99516","33460.47","34287.483","38283.44988","40102.8551","35003.003","41548.3364","50947.13"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.NOR.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Norway","Annual","Millions","","","0.0","","","","","0.0","","","0.911161731207289","","2.38095238095238","2.33265720081136","1.37659783677483"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.NOR.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Norway","Annual","Millions","","","58.7646076794658","73.967684021544","264.144736842105","170.794078061911","","45.1276102088167","529.11084043849","20.0230149597238","7.51708428246014","16.0609613130129","2.60770975056689","0.405679513184584","0.491642084562439"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.HKG.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","2.1919927793179","4.37327159302849","46.7452192389415","36.5137733049481","24.2471142064874","111.920572496938","2.19340687697568","66.1594015991746","2.8154594317891","5.3612458514169","2.31154488249647","0.0","0.0","0.0","0.640122903597491"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.DEU.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Germany","Annual","Millions","","","","","1352.48337","1375.08966","1836.85464","1692.46296","1712.36054","2025.3905","4457.76354","5152.5929","4275.565","5553.7862","825.435"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GX509.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Central and South Asia","Annual","Millions","23.3843902576573","226.210888181748","598.595613867876","269.967917297911","380.859053355147","413.272341573255","445.860210748785","523.057939452885","458.286567718268","441.110578598124","425.087872053492","550.465411959505","937.654997698334","1645.82721607218","1734.6244800263"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.BEL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Belgium","Annual","Millions","","0.53448","","","14.75637","9.83421","31.02795","86.01456","0.0","160.1855","224.68","208.11616","219.04484","219.7196","20.995"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.ESP.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Spain","Annual","Millions","","","","","46.8894","21.8538","17.4192","14.7574","16.7902","21.755","20.2212","25.7691","","",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.ITA.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Italy","Annual","Millions","","","","","0.0244183446","0.0","0.0","0.0","0.0","0.001145","0.0044936","0.0","0.6954164","0.0","0.001105"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.HUN.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Hungary","Annual","Millions","","","","0.0","0.0","0.0","0.0","","0.0","","0.0","0.0","0.0","0.0",""
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.ISL.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Iceland","Annual","Millions","105.361470056045","92.4664580617123","192.756510471844","70.9592239987837","56.0533729159425","5.15535694775542","4.94675722710698","9.28270571274029","13.3738620590788","9.60842813789521","16.2037467467069","23.8440096851517","51.6228693737056","15.2738134839348","17.0761108778466"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.G001.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","World","Annual","Millions","14014.8121796392","18365.6450088858","23610.0574891522","21786.3714641477","26718.0584712096","36388.9629926672","37204.9244391231","38405.4084622485","46411.7551569562","42846.4067739027","57883.2211771436","64392.50183444","71702.3171867053","71096.148199804","75983.6079417597"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.ESP.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Spain","Annual","Millions","","0.0","0.0","0.0","4.1373","4.8564","5.4435","6.3246","8.3951","10.305","10.1106","13.4981","","",""
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.MAC.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Macao Special Administrative Region, People's Republic of China","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0685648748379376","0.0","0.00124503542125773","0.0012452059570653","0.00372661548781397"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.FRA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","France","Annual","Millions","0.0","0.0","290.4753744","484.543343072239","426.881572486916","1342.17340555913","","821.747052143336","860.309818500776","1014.01602420603","2662.77353272065","3277.99030920524","4531.45777354017","3315.2187563102","1977.35757885677"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GX454.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Other Near and Middle East Economies","Annual","Millions","","","0.0","0.0","0.0","0.0","0.0","0.00413274372856139","0.00505060937822764","0.0388630490956072","0.0100062539086929","0.0326959934748082","0.00714240184112967","0.0461030464974465","0.0"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.MLT.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Malta","Annual","Millions","","","","","","","","","","","","","15.7187891","14.16540794","14.3708565"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.GX510.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","East Asia","Annual","Millions","2517.92356984418","3679.58961309196","3054.98943856699","2081.52384226533","2827.4061470662","3248.87136737392","4494.20932732658","7038.76410742214","8772.57932063021","9053.56961679071","11298.2486838772","22577.1427677428","10964.2874853814","11398.855898369","24595.5413214838"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.ISL.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Iceland","Annual","Millions","0.0","0.186623207301173","0.228693667997718","1.28358493669277","0.436650800519256","0.354702458883373","0.019007414590632","0.0256432340666549","0.0351621510773798","0.0669867567093613","0.0257167129677952","0.0142362316484553","0.0","0.0723295920515348","0.0"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FALL_FE.ESP.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Spain","Annual","Millions","","","412.0052605506","","864.6957","1441.1367","917.7741","925.4998","671.608","269.075","401.0538","1262.6859","626.3278","1020.7362","339.235"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FL_ALL.EST.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Estonia, Republic of","Annual","Millions","0.0","0.0","","","","","0.0","","","0.0","","","0.0770168","1.1817928",""
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FL_ALL.PHL.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Philippines","Annual","Millions","1.94149624644059E-4","","","","","","","","0.846370570678845","0.715345948714058","0.824944821062589","0.820093263385794","0.517784692953086","","0.0"
"IMF.STA:DIP(12.0.0)","TWN.SCC.INWD_D_AG_FALL_FE.GX510.A","OBS_VALUE","Taiwan Province of China","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","East Asia","Annual","Millions","0.0","0.0","0.0","0.0","5.403","0.644703758622913","0.397","0.024","4.598","5.275","0.428","16.169","93.7101833716754","36.6420397901265","21.357577380124"
"IMF.STA:DIP(12.0.0)","USA.SCC.INWD_D_AG_FL_ALL.AUT.A","OBS_VALUE","United States","Derived using counterparty information","Inward Direct investment, Assets (gross), Debt instruments, All entities","Austria","Annual","Millions","296.90766","372.7998","150.7761174624","166.3933892868","189.76416","167.42439","67.93488","121.01068","70.99856","111.6375","142.78414","157.80506","173.74084","447.4387","721.0125"
"IMF.STA:DIP(12.0.0)","CHN.SCC.INWD_D_AG_FALL_FE.THA.A","OBS_VALUE","China, People's Republic of","Derived using counterparty information","Inward Direct investment, Assets (gross), All financial instruments, Fellow enterprises","Thailand","Annual","Millions","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
